,coauthored_relationship_from,coauthored_relationship_to
258,authorID_7688b_6ef52_55596_2d008_fff89,authorID_1be00_34108_2e25c_4e251_ca671
259,authorID_1be00_34108_2e25c_4e251_ca671,authorID_7688b_6ef52_55596_2d008_fff89
260,authorID_7688b_6ef52_55596_2d008_fff89,authorID_76ebd_b6d45_c61ca_12e62_2118c
261,authorID_76ebd_b6d45_c61ca_12e62_2118c,authorID_7688b_6ef52_55596_2d008_fff89
262,authorID_7688b_6ef52_55596_2d008_fff89,authorID_c76b4_05781_134be_1dab7_fe45a
263,authorID_c76b4_05781_134be_1dab7_fe45a,authorID_7688b_6ef52_55596_2d008_fff89
264,authorID_7688b_6ef52_55596_2d008_fff89,authorID_3038b_fb575_bee6a_0e619_45eff
265,authorID_3038b_fb575_bee6a_0e619_45eff,authorID_7688b_6ef52_55596_2d008_fff89
266,authorID_7688b_6ef52_55596_2d008_fff89,authorID_71047_41a92_e73eb_6c5d6_9cd04
267,authorID_71047_41a92_e73eb_6c5d6_9cd04,authorID_7688b_6ef52_55596_2d008_fff89
268,authorID_7688b_6ef52_55596_2d008_fff89,authorID_81b8a_03f97_e8787_c53fe_1a86b
269,authorID_81b8a_03f97_e8787_c53fe_1a86b,authorID_7688b_6ef52_55596_2d008_fff89
270,authorID_7688b_6ef52_55596_2d008_fff89,authorID_3ada9_2f28b_4ceda_38562_ebf04
271,authorID_3ada9_2f28b_4ceda_38562_ebf04,authorID_7688b_6ef52_55596_2d008_fff89
272,authorID_7688b_6ef52_55596_2d008_fff89,authorID_d48ff_4b2f6_8a10f_d7c86_f185a
273,authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_7688b_6ef52_55596_2d008_fff89
274,authorID_7688b_6ef52_55596_2d008_fff89,authorID_8b940_be7fb_78aaa_6b656_7dd7a
275,authorID_8b940_be7fb_78aaa_6b656_7dd7a,authorID_7688b_6ef52_55596_2d008_fff89
276,authorID_7688b_6ef52_55596_2d008_fff89,authorID_5f9c4_ab08c_ac745_7e911_1a30e
277,authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_7688b_6ef52_55596_2d008_fff89
278,authorID_7688b_6ef52_55596_2d008_fff89,authorID_02d20_bbd7e_394ad_5999a_4ceba
279,authorID_02d20_bbd7e_394ad_5999a_4ceba,authorID_7688b_6ef52_55596_2d008_fff89
280,authorID_7688b_6ef52_55596_2d008_fff89,authorID_dbb1d_ed63b_c7073_2626c_5dfe6
281,authorID_dbb1d_ed63b_c7073_2626c_5dfe6,authorID_7688b_6ef52_55596_2d008_fff89
282,authorID_7688b_6ef52_55596_2d008_fff89,authorID_d59ec_ed1de_d07f8_4c145_592f6
283,authorID_d59ec_ed1de_d07f8_4c145_592f6,authorID_7688b_6ef52_55596_2d008_fff89
284,authorID_7688b_6ef52_55596_2d008_fff89,authorID_39fa9_ec190_eee7b_6f4df_f1100
285,authorID_39fa9_ec190_eee7b_6f4df_f1100,authorID_7688b_6ef52_55596_2d008_fff89
286,authorID_7688b_6ef52_55596_2d008_fff89,authorID_9b871_51232_7c09c_e91dd_649b3
287,authorID_9b871_51232_7c09c_e91dd_649b3,authorID_7688b_6ef52_55596_2d008_fff89
288,authorID_7688b_6ef52_55596_2d008_fff89,authorID_8efbb_e9bc1_9ad2e_043c6_cdb18
289,authorID_8efbb_e9bc1_9ad2e_043c6_cdb18,authorID_7688b_6ef52_55596_2d008_fff89
290,authorID_7688b_6ef52_55596_2d008_fff89,authorID_4c15f_47afe_7f817_fd559_e12dd
291,authorID_4c15f_47afe_7f817_fd559_e12dd,authorID_7688b_6ef52_55596_2d008_fff89
292,authorID_7688b_6ef52_55596_2d008_fff89,authorID_3635a_91e3d_a857f_7847f_68185
293,authorID_3635a_91e3d_a857f_7847f_68185,authorID_7688b_6ef52_55596_2d008_fff89
294,authorID_7688b_6ef52_55596_2d008_fff89,authorID_61a22_9bae1_e9033_1edd9_86b6b
295,authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_7688b_6ef52_55596_2d008_fff89
296,authorID_7688b_6ef52_55596_2d008_fff89,authorID_2c7d5_490e6_05083_6f8f2_f0d49
297,authorID_2c7d5_490e6_05083_6f8f2_f0d49,authorID_7688b_6ef52_55596_2d008_fff89
298,authorID_7688b_6ef52_55596_2d008_fff89,authorID_33512_00784_0ced1_bb0aa_b68f4
299,authorID_33512_00784_0ced1_bb0aa_b68f4,authorID_7688b_6ef52_55596_2d008_fff89
300,authorID_7688b_6ef52_55596_2d008_fff89,authorID_79bf0_8685d_3138f_9b109_c3546
301,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_7688b_6ef52_55596_2d008_fff89
302,authorID_7688b_6ef52_55596_2d008_fff89,authorID_454f6_3ac30_c8322_997ef_025ed
303,authorID_454f6_3ac30_c8322_997ef_025ed,authorID_7688b_6ef52_55596_2d008_fff89
304,authorID_7688b_6ef52_55596_2d008_fff89,authorID_f369c_b89fc_627e6_68987_007d1
305,authorID_f369c_b89fc_627e6_68987_007d1,authorID_7688b_6ef52_55596_2d008_fff89
306,authorID_7688b_6ef52_55596_2d008_fff89,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
307,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_7688b_6ef52_55596_2d008_fff89
308,authorID_7688b_6ef52_55596_2d008_fff89,authorID_49d18_0ecf5_61328_19571_bf39d
309,authorID_49d18_0ecf5_61328_19571_bf39d,authorID_7688b_6ef52_55596_2d008_fff89
310,authorID_1be00_34108_2e25c_4e251_ca671,authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79
311,authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_1be00_34108_2e25c_4e251_ca671
312,authorID_1be00_34108_2e25c_4e251_ca671,authorID_835d5_e8314_340ab_852a2_f979a
313,authorID_835d5_e8314_340ab_852a2_f979a,authorID_1be00_34108_2e25c_4e251_ca671
314,authorID_1be00_34108_2e25c_4e251_ca671,authorID_27d71_9c754_aacd4_92a6d_c8a1b
315,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_1be00_34108_2e25c_4e251_ca671
316,authorID_1be00_34108_2e25c_4e251_ca671,authorID_a665a_45920_422f9_d417e_4867e
317,authorID_a665a_45920_422f9_d417e_4867e,authorID_1be00_34108_2e25c_4e251_ca671
318,authorID_1be00_34108_2e25c_4e251_ca671,authorID_a0d17_7b496_7a6d9_9f4ff_117de
319,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_1be00_34108_2e25c_4e251_ca671
320,authorID_1be00_34108_2e25c_4e251_ca671,authorID_71812_7812c_05853_f0bec_61582
321,authorID_71812_7812c_05853_f0bec_61582,authorID_1be00_34108_2e25c_4e251_ca671
322,authorID_1be00_34108_2e25c_4e251_ca671,authorID_377ad_eb4cd_4096a_dc7ca_64b53
323,authorID_377ad_eb4cd_4096a_dc7ca_64b53,authorID_1be00_34108_2e25c_4e251_ca671
324,authorID_1be00_34108_2e25c_4e251_ca671,authorID_71a1c_003a2_b855d_85582_c8f6c
325,authorID_71a1c_003a2_b855d_85582_c8f6c,authorID_1be00_34108_2e25c_4e251_ca671
326,authorID_1be00_34108_2e25c_4e251_ca671,authorID_3949a_c1596_ec771_06a70_9a618
327,authorID_3949a_c1596_ec771_06a70_9a618,authorID_1be00_34108_2e25c_4e251_ca671
328,authorID_1be00_34108_2e25c_4e251_ca671,authorID_28117_45d7b_8d887_4f6e6_53d17
329,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_1be00_34108_2e25c_4e251_ca671
330,authorID_1be00_34108_2e25c_4e251_ca671,authorID_734d0_759cd_b4e0d_0a35e_4fd73
331,authorID_734d0_759cd_b4e0d_0a35e_4fd73,authorID_1be00_34108_2e25c_4e251_ca671
332,authorID_1be00_34108_2e25c_4e251_ca671,authorID_6f4b6_61212_5fb3a_0daec_d2799
333,authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_1be00_34108_2e25c_4e251_ca671
334,authorID_1be00_34108_2e25c_4e251_ca671,authorID_3635a_91e3d_a857f_7847f_68185
335,authorID_3635a_91e3d_a857f_7847f_68185,authorID_1be00_34108_2e25c_4e251_ca671
336,authorID_1be00_34108_2e25c_4e251_ca671,authorID_3ada9_2f28b_4ceda_38562_ebf04
337,authorID_3ada9_2f28b_4ceda_38562_ebf04,authorID_1be00_34108_2e25c_4e251_ca671
338,authorID_1be00_34108_2e25c_4e251_ca671,authorID_2747b_7c718_564ba_5f066_f0523
339,authorID_2747b_7c718_564ba_5f066_f0523,authorID_1be00_34108_2e25c_4e251_ca671
340,authorID_1be00_34108_2e25c_4e251_ca671,authorID_bb668_ca955_63216_088b9_8a625
341,authorID_bb668_ca955_63216_088b9_8a625,authorID_1be00_34108_2e25c_4e251_ca671
342,authorID_1be00_34108_2e25c_4e251_ca671,authorID_49d18_0ecf5_61328_19571_bf39d
343,authorID_49d18_0ecf5_61328_19571_bf39d,authorID_1be00_34108_2e25c_4e251_ca671
344,authorID_1be00_34108_2e25c_4e251_ca671,authorID_2c7d5_490e6_05083_6f8f2_f0d49
345,authorID_2c7d5_490e6_05083_6f8f2_f0d49,authorID_1be00_34108_2e25c_4e251_ca671
346,authorID_1be00_34108_2e25c_4e251_ca671,authorID_766cb_53c75_3baed_ac5dc_78259
347,authorID_766cb_53c75_3baed_ac5dc_78259,authorID_1be00_34108_2e25c_4e251_ca671
348,authorID_1be00_34108_2e25c_4e251_ca671,authorID_7f0a2_2117f_8fe01_72cf9_209ff
349,authorID_7f0a2_2117f_8fe01_72cf9_209ff,authorID_1be00_34108_2e25c_4e251_ca671
350,authorID_1be00_34108_2e25c_4e251_ca671,authorID_19581_e27de_7ced0_0ff1c_e50b2
351,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_1be00_34108_2e25c_4e251_ca671
352,authorID_1be00_34108_2e25c_4e251_ca671,authorID_0a2d6_43bfd_24a02_8cd23_6e765
353,authorID_0a2d6_43bfd_24a02_8cd23_6e765,authorID_1be00_34108_2e25c_4e251_ca671
354,authorID_1be00_34108_2e25c_4e251_ca671,authorID_b7a56_873cd_771f2_c446d_369b6
355,authorID_b7a56_873cd_771f2_c446d_369b6,authorID_1be00_34108_2e25c_4e251_ca671
356,authorID_1be00_34108_2e25c_4e251_ca671,authorID_cba28_b89eb_85949_7f544_956d6
357,authorID_cba28_b89eb_85949_7f544_956d6,authorID_1be00_34108_2e25c_4e251_ca671
358,authorID_1be00_34108_2e25c_4e251_ca671,authorID_1e68e_d4e3d_58a51_096a7_feea3
359,authorID_1e68e_d4e3d_58a51_096a7_feea3,authorID_1be00_34108_2e25c_4e251_ca671
360,authorID_1be00_34108_2e25c_4e251_ca671,authorID_02384_9c389_25e2a_f028a_2eb4e
361,authorID_02384_9c389_25e2a_f028a_2eb4e,authorID_1be00_34108_2e25c_4e251_ca671
362,authorID_1be00_34108_2e25c_4e251_ca671,authorID_e888a_676e1_926d0_c08b5_f11fb
363,authorID_e888a_676e1_926d0_c08b5_f11fb,authorID_1be00_34108_2e25c_4e251_ca671
364,authorID_1be00_34108_2e25c_4e251_ca671,authorID_4621c_1d55f_a4e86_ce0da_e4288
365,authorID_4621c_1d55f_a4e86_ce0da_e4288,authorID_1be00_34108_2e25c_4e251_ca671
366,authorID_1be00_34108_2e25c_4e251_ca671,authorID_02e62_95d8f_52284_0f09b_5194b
367,authorID_02e62_95d8f_52284_0f09b_5194b,authorID_1be00_34108_2e25c_4e251_ca671
368,authorID_1be00_34108_2e25c_4e251_ca671,authorID_8bd9c_0d453_53375_7387e_d019c
369,authorID_8bd9c_0d453_53375_7387e_d019c,authorID_1be00_34108_2e25c_4e251_ca671
370,authorID_1be00_34108_2e25c_4e251_ca671,authorID_02d20_bbd7e_394ad_5999a_4ceba
371,authorID_02d20_bbd7e_394ad_5999a_4ceba,authorID_1be00_34108_2e25c_4e251_ca671
372,authorID_1be00_34108_2e25c_4e251_ca671,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
373,authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_1be00_34108_2e25c_4e251_ca671
374,authorID_1be00_34108_2e25c_4e251_ca671,authorID_4c15f_47afe_7f817_fd559_e12dd
375,authorID_4c15f_47afe_7f817_fd559_e12dd,authorID_1be00_34108_2e25c_4e251_ca671
376,authorID_1be00_34108_2e25c_4e251_ca671,authorID_6c658_ee83f_b7e81_24824_94f3e
377,authorID_6c658_ee83f_b7e81_24824_94f3e,authorID_1be00_34108_2e25c_4e251_ca671
378,authorID_1be00_34108_2e25c_4e251_ca671,authorID_d6061_bbee6_cf13b_d7376_5faae
379,authorID_d6061_bbee6_cf13b_d7376_5faae,authorID_1be00_34108_2e25c_4e251_ca671
380,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_a665a_45920_422f9_d417e_4867e
381,authorID_a665a_45920_422f9_d417e_4867e,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
382,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_734d0_759cd_b4e0d_0a35e_4fd73
383,authorID_734d0_759cd_b4e0d_0a35e_4fd73,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
384,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_1be00_34108_2e25c_4e251_ca671
385,authorID_1be00_34108_2e25c_4e251_ca671,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
386,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_a46e3_7632f_a6ca5_1a13f_e39a5
387,authorID_a46e3_7632f_a6ca5_1a13f_e39a5,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
388,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_6f4b6_61212_5fb3a_0daec_d2799
389,authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
390,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_5ef6f_df325_13aa7_cd11f_72bec
391,authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
392,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_454f6_3ac30_c8322_997ef_025ed
393,authorID_454f6_3ac30_c8322_997ef_025ed,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
394,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_71047_41a92_e73eb_6c5d6_9cd04
395,authorID_71047_41a92_e73eb_6c5d6_9cd04,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
396,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_377ad_eb4cd_4096a_dc7ca_64b53
397,authorID_377ad_eb4cd_4096a_dc7ca_64b53,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
398,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_d4ee9_f58e5_86057_4ca98_e3b48
399,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
400,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e
401,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
402,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_6c658_ee83f_b7e81_24824_94f3e
403,authorID_6c658_ee83f_b7e81_24824_94f3e,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
404,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_768b8_4ef05_f655d_57fe2_2d488
405,authorID_768b8_4ef05_f655d_57fe2_2d488,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
406,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_3fdba_35f04_dc8c4_62986_c992b
407,authorID_3fdba_35f04_dc8c4_62986_c992b,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
408,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_0fd42_b3f73_c448b_34940_b339f
409,authorID_0fd42_b3f73_c448b_34940_b339f,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
410,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_9a049_b03f6_fc40b_fcf2f_13632
411,authorID_9a049_b03f6_fc40b_fcf2f_13632,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
412,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
413,authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
414,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_a0d17_7b496_7a6d9_9f4ff_117de
415,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
416,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_e888a_676e1_926d0_c08b5_f11fb
417,authorID_e888a_676e1_926d0_c08b5_f11fb,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
418,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_35135_aaa6c_c2389_1b40c_b3f37
419,authorID_35135_aaa6c_c2389_1b40c_b3f37,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
420,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_28117_45d7b_8d887_4f6e6_53d17
421,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
422,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_27bad_c983d_f1780_b60c2_b3fa9
423,authorID_27bad_c983d_f1780_b60c2_b3fa9,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
424,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_56f4d_a26ed_95673_0309f_a1488
425,authorID_56f4d_a26ed_95673_0309f_a1488,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
426,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_5d8f6_cce53_2a7ae_b5719_6be62
427,authorID_5d8f6_cce53_2a7ae_b5719_6be62,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
428,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_3ada9_2f28b_4ceda_38562_ebf04
429,authorID_3ada9_2f28b_4ceda_38562_ebf04,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
430,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_5d389_f5e2e_34c6b_0bad9_6581c
431,authorID_5d389_f5e2e_34c6b_0bad9_6581c,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
432,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_5a39c_add1b_00709_3db50_74479
433,authorID_5a39c_add1b_00709_3db50_74479,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
434,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79
435,authorID_1c6c0_bb2c7_ecdc3_be8e1_34f79,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
436,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_108c9_95b95_3c8a3_55611_03e20
437,authorID_108c9_95b95_3c8a3_55611_03e20,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
438,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_f10d9_1a759_6bf5a_67735_79ff1
439,authorID_f10d9_1a759_6bf5a_67735_79ff1,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
440,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_48a17_06eca_5ee61_48f74_8ca91
441,authorID_48a17_06eca_5ee61_48f74_8ca91,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
442,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_766cb_53c75_3baed_ac5dc_78259
443,authorID_766cb_53c75_3baed_ac5dc_78259,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
444,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_33512_00784_0ced1_bb0aa_b68f4
445,authorID_33512_00784_0ced1_bb0aa_b68f4,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
446,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_f57e5_cb1f4_532c0_08183_057ec
447,authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
448,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_09343_4a3ee_9e0a0_10bb2_c2aae
449,authorID_09343_4a3ee_9e0a0_10bb2_c2aae,authorID_79bf0_8685d_3138f_9b109_c3546
450,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_6f4b6_61212_5fb3a_0daec_d2799
451,authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_79bf0_8685d_3138f_9b109_c3546
452,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_9e11c_362bc_3d357_2970b_973d5
453,authorID_9e11c_362bc_3d357_2970b_973d5,authorID_79bf0_8685d_3138f_9b109_c3546
454,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_49d18_0ecf5_61328_19571_bf39d
455,authorID_49d18_0ecf5_61328_19571_bf39d,authorID_79bf0_8685d_3138f_9b109_c3546
456,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_f10d9_1a759_6bf5a_67735_79ff1
457,authorID_f10d9_1a759_6bf5a_67735_79ff1,authorID_79bf0_8685d_3138f_9b109_c3546
458,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_5d8f6_cce53_2a7ae_b5719_6be62
459,authorID_5d8f6_cce53_2a7ae_b5719_6be62,authorID_79bf0_8685d_3138f_9b109_c3546
460,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_68519_a9eca_55c68_c7265_8a2a1
461,authorID_68519_a9eca_55c68_c7265_8a2a1,authorID_79bf0_8685d_3138f_9b109_c3546
462,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_3038b_fb575_bee6a_0e619_45eff
463,authorID_3038b_fb575_bee6a_0e619_45eff,authorID_79bf0_8685d_3138f_9b109_c3546
464,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_f57e5_cb1f4_532c0_08183_057ec
465,authorID_f57e5_cb1f4_532c0_08183_057ec,authorID_79bf0_8685d_3138f_9b109_c3546
466,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_87226_16204_217ed_db39e_7df96
467,authorID_87226_16204_217ed_db39e_7df96,authorID_79bf0_8685d_3138f_9b109_c3546
468,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_27bad_c983d_f1780_b60c2_b3fa9
469,authorID_27bad_c983d_f1780_b60c2_b3fa9,authorID_79bf0_8685d_3138f_9b109_c3546
470,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_3949a_c1596_ec771_06a70_9a618
471,authorID_3949a_c1596_ec771_06a70_9a618,authorID_79bf0_8685d_3138f_9b109_c3546
472,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_29db0_c6782_dbd50_00559_ef4d9
473,authorID_29db0_c6782_dbd50_00559_ef4d9,authorID_79bf0_8685d_3138f_9b109_c3546
474,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_56f4d_a26ed_95673_0309f_a1488
475,authorID_56f4d_a26ed_95673_0309f_a1488,authorID_79bf0_8685d_3138f_9b109_c3546
476,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_835d5_e8314_340ab_852a2_f979a
477,authorID_835d5_e8314_340ab_852a2_f979a,authorID_79bf0_8685d_3138f_9b109_c3546
478,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_e888a_676e1_926d0_c08b5_f11fb
479,authorID_e888a_676e1_926d0_c08b5_f11fb,authorID_79bf0_8685d_3138f_9b109_c3546
480,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_114bd_151f8_fb0c5_8642d_2170d
481,authorID_114bd_151f8_fb0c5_8642d_2170d,authorID_79bf0_8685d_3138f_9b109_c3546
482,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_a0d17_7b496_7a6d9_9f4ff_117de
483,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_79bf0_8685d_3138f_9b109_c3546
484,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_d48ff_4b2f6_8a10f_d7c86_f185a
485,authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_79bf0_8685d_3138f_9b109_c3546
486,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_3ada9_2f28b_4ceda_38562_ebf04
487,authorID_3ada9_2f28b_4ceda_38562_ebf04,authorID_79bf0_8685d_3138f_9b109_c3546
488,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_4621c_1d55f_a4e86_ce0da_e4288
489,authorID_4621c_1d55f_a4e86_ce0da_e4288,authorID_79bf0_8685d_3138f_9b109_c3546
490,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_0fd42_b3f73_c448b_34940_b339f
491,authorID_0fd42_b3f73_c448b_34940_b339f,authorID_79bf0_8685d_3138f_9b109_c3546
492,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_b7a56_873cd_771f2_c446d_369b6
493,authorID_b7a56_873cd_771f2_c446d_369b6,authorID_79bf0_8685d_3138f_9b109_c3546
494,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_81b8a_03f97_e8787_c53fe_1a86b
495,authorID_81b8a_03f97_e8787_c53fe_1a86b,authorID_79bf0_8685d_3138f_9b109_c3546
496,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_27d71_9c754_aacd4_92a6d_c8a1b
497,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_79bf0_8685d_3138f_9b109_c3546
498,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_734d0_759cd_b4e0d_0a35e_4fd73
499,authorID_734d0_759cd_b4e0d_0a35e_4fd73,authorID_79bf0_8685d_3138f_9b109_c3546
500,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_1be00_34108_2e25c_4e251_ca671
501,authorID_1be00_34108_2e25c_4e251_ca671,authorID_79bf0_8685d_3138f_9b109_c3546
502,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
503,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_79bf0_8685d_3138f_9b109_c3546
504,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_138d9_e809e_386a7_b8007_91d1f
505,authorID_138d9_e809e_386a7_b8007_91d1f,authorID_79bf0_8685d_3138f_9b109_c3546
506,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_a665a_45920_422f9_d417e_4867e
507,authorID_a665a_45920_422f9_d417e_4867e,authorID_79bf0_8685d_3138f_9b109_c3546
508,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_2c7d5_490e6_05083_6f8f2_f0d49
509,authorID_2c7d5_490e6_05083_6f8f2_f0d49,authorID_79bf0_8685d_3138f_9b109_c3546
510,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_c76b4_05781_134be_1dab7_fe45a
511,authorID_c76b4_05781_134be_1dab7_fe45a,authorID_79bf0_8685d_3138f_9b109_c3546
512,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_5f9c4_ab08c_ac745_7e911_1a30e
513,authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_79bf0_8685d_3138f_9b109_c3546
514,authorID_3635a_91e3d_a857f_7847f_68185,authorID_5a39c_add1b_00709_3db50_74479
515,authorID_5a39c_add1b_00709_3db50_74479,authorID_3635a_91e3d_a857f_7847f_68185
516,authorID_3635a_91e3d_a857f_7847f_68185,authorID_4c15f_47afe_7f817_fd559_e12dd
